EPS,SEDE,TIPOINTERRUPCION,TIPOSERVICIO,MOTIVOINTERRUPCION,FECHAINICIO,HORAINICIO,FECHAFIN,HORAFIN,DEPARTAMENTO,PROVINCIA,DISTRITO,NUMCONEXDOM,UNIDADESUSO,NUMCAMIONESPUNTOS,Cluster
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-12 11:45:00,11:45,2023-06-12 14:45:00,14:45,AREQUIPA,AREQUIPA,CERRO COLORADO,1587.0,1587.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-12 11:10:00,11:10,2023-06-12 17:40:00,17:40,CALLAO,CALLAO,VENTANILLA,225.0,277.0,0.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-12 10:40:00,10:40,2023-06-12 13:30:00,13:30,MOQUEGUA,ILO,ILO,689.0,0.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-12 10:25:00,10:25,2023-06-12 14:55:00,14:55,LIMA,LIMA,SAN JUAN DE LURIGANCHO,775.0,879.0,0.0,1
EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-12 10:00:00,10:00,2023-06-12 12:00:00,12:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,1405.0,1462.0,0.0,1
AGUA TUMBES,TUMBES,PROGRAMADA,AGUA POTABLE,OTROS,2023-06-14 08:00:00,08:00,2023-06-14 18:30:00,18:30,TUMBES,TUMBES,SAN JACINTO,1389.0,1389.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-12 10:00:00,10:00,2023-06-12 16:00:00,16:00,LIMA,LIMA,SANTIAGO DE SURCO,228.0,284.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-12 09:00:00,09:00,2023-06-12 15:50:00,15:50,CALLAO,CALLAO,VENTANILLA,1591.0,1618.0,0.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-12 08:00:00,08:00,2023-06-12 12:30:00,12:30,MOQUEGUA,ILO,ILO,304.0,0.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-12 05:50:00,05:50,2023-06-12 12:00:00,12:00,LIMA,LIMA,PACHACAMAC,418.0,562.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-27 08:00:00,08:00,2023-06-27 16:00:00,16:00,LIMA,LIMA,LURIGANCHO,2445.0,1120.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-27 14:00:00,14:00,2023-06-27 22:00:00,22:00,LIMA,LIMA,LURIGANCHO,1125.0,820.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-11 22:45:00,22:45,2023-06-12 08:00:00,08:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,8140.0,11821.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-11 19:55:00,19:55,2023-06-12 03:00:00,03:00,CALLAO,CALLAO,CALLAO,1047.0,564.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-11 19:10:00,19:10,2023-06-11 23:55:00,23:55,CALLAO,CALLAO,BELLAVISTA,6038.0,2302.0,0.0,1
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE LÍNEA DE IMPULSIÓN,2023-06-11 16:30:00,16:30,2023-06-11 23:55:00,23:55,LIMA,LIMA,EL AGUSTINO,1742.0,2290.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE LÍNEA DE IMPULSIÓN,2023-06-11 13:50:00,13:50,2023-06-11 21:00:00,21:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,7848.0,11905.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-11 14:50:00,14:50,2023-06-11 21:00:00,21:00,LIMA,LIMA,RIMAC,18005.0,26281.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-11 08:40:00,08:40,2023-06-11 12:30:00,12:30,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,1483414.0,565.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-11 11:55:00,11:55,2023-06-11 16:05:00,16:05,LIMA,LIMA,LIMA,7850.0,11489.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-11 10:00:00,10:00,2023-06-11 15:00:00,15:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,696.0,811.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-26 15:00:00,15:00,2023-06-26 23:00:00,23:00,LIMA,LIMA,,0.0,0.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-26 09:00:00,09:00,2023-06-26 23:00:00,23:00,LIMA,LIMA,,0.0,0.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-25 14:00:00,14:00,2023-06-25 21:00:00,21:00,LIMA,LIMA,,0.0,0.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-25 14:00:00,14:00,2023-06-25 15:00:00,15:00,LIMA,LIMA,,0.0,0.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,OTROS,2023-06-10 18:10:00,18:10,2023-06-10 23:10:00,23:10,AREQUIPA,AREQUIPA,JACOBO HUNTER,763330.0,815.0,0.0,1
SEDAPAR,CENTRO,PROGRAMADA,AGUA POTABLE,OTROS,2023-06-15 04:00:00,04:00,2023-06-17 13:00:00,13:00,AREQUIPA,CAYLLOMA,MAJES,3500.0,0.0,1.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-10 21:20:00,21:20,2023-06-11 04:20:00,04:20,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,10846.0,16006.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-10 19:00:00,19:00,2023-06-11 02:10:00,02:10,LIMA,LIMA,SANTIAGO DE SURCO,2332.0,3505.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-10 09:00:00,09:00,2023-06-10 15:30:00,15:30,AREQUIPA,AREQUIPA,PAUCARPATA,1562993.0,3830.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-10 09:35:00,09:35,2023-06-10 11:20:00,11:20,AYACUCHO,HUAMANGA,AYACUCHO,350.0,0.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-09 16:20:00,16:20,2023-06-09 18:50:00,18:50,AYACUCHO,HUAMANGA,AYACUCHO,150.0,0.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-10 14:30:00,14:30,2023-06-10 14:40:00,14:40,LIMA,LIMA,LIMA,12384.0,17305.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-10 10:45:00,10:45,2023-06-10 15:30:00,15:30,CALLAO,CALLAO,VENTANILLA,1033.0,1329.0,0.0,1
EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-10 08:30:00,08:30,2023-06-10 10:00:00,10:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,88.0,92.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-10 08:20:00,08:20,2023-06-10 11:00:00,11:00,LIMA,LIMA,CARABAYLLO,5606.0,7773.0,0.0,1
AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,OTROS,2023-06-10 00:00:00,00:00,2023-06-10 23:55:00,23:55,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,4931.0,4931.0,2.0,1
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-10 05:00:00,05:00,2023-06-10 12:00:00,12:00,LIMA,LIMA,LA MOLINA,214.0,61.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-24 14:00:00,14:00,2023-06-24 21:50:00,21:50,LIMA,LIMA,ATE,314.0,15.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-24 10:00:00,10:00,2023-06-24 15:50:00,15:50,LIMA,LIMA,ATE,1556.0,77.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-09 22:25:00,22:25,2023-06-10 08:25:00,08:25,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,3225.0,4739.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-09 22:15:00,22:15,2023-06-10 08:00:00,08:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1289.0,1720.0,0.0,1
EPS SEMAPACH,SEMAPACH,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-12 08:00:00,08:00,2023-06-12 13:20:00,13:20,ICA,CHINCHA,CHINCHA ALTA,20000.0,300.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-09 16:05:00,16:05,2023-06-09 22:00:00,22:00,LIMA,LIMA,SAN MIGUEL,887.0,1354.0,0.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-10 09:00:00,09:00,2023-06-10 13:00:00,13:00,APURIMAC,ABANCAY,ABANCAY,200.0,0.0,0.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-10 09:00:00,09:00,2023-06-10 13:00:00,13:00,APURIMAC,ABANCAY,ABANCAY,200.0,0.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-09 16:25:00,16:25,2023-06-09 23:55:00,23:55,LIMA,LIMA,VILLA EL SALVADOR,71879.0,102140.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-09 13:15:00,13:15,2023-06-09 14:15:00,14:15,AYACUCHO,HUAMANGA,AYACUCHO,800.0,0.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-09 11:10:00,11:10,2023-06-09 15:10:00,15:10,AYACUCHO,HUAMANGA,AYACUCHO,470.0,0.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-09 16:00:00,16:00,2023-06-09 23:00:00,23:00,LIMA,LIMA,SAN MARTIN DE PORRES,7047.0,9443.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-09 09:45:00,09:45,2023-06-09 12:45:00,12:45,AYACUCHO,HUAMANGA,AYACUCHO,70.0,0.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-19 12:00:00,12:00,2023-06-19 20:00:00,20:00,LIMA,LIMA,LOS OLIVOS,11231.0,16532.0,0.0,1
EPS EMAQ,EPS EMAQ,PROGRAMADA,AGUA POTABLE,CAMBIO DE VÁLVULA,2023-06-09 18:00:00,18:00,2023-06-09 23:00:00,23:00,CUSCO,LA CONVENCION,SANTA ANA,3000.0,5.0,0.0,1
EPS EMAQ,EPS EMAQ,PROGRAMADA,AGUA POTABLE,CAMBIO DE VÁLVULA,2023-06-09 06:00:00,06:00,2023-06-09 23:00:00,23:00,CUSCO,LA CONVENCION,SANTA ANA,3000.0,5.0,0.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-16 10:00:00,10:00,2023-06-16 16:30:00,16:30,CALLAO,CALLAO,CALLAO,5385.0,5996.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-09 11:20:00,11:20,2023-06-09 20:00:00,20:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,7850.0,11489.0,0.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-19 12:00:00,12:00,2023-06-19 18:30:00,18:30,CALLAO,CALLAO,VENTANILLA,1977.0,2148.0,0.0,1
EMAPA CAÑETE,EMAPA CAÑETE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-09 10:15:00,10:15,2023-06-09 14:00:00,14:00,LIMA,CAÑETE,NUEVO IMPERIAL,430.0,430.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2023-06-09 10:00:00,10:00,2023-06-09 16:00:00,16:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,320.0,365.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-09 10:15:00,10:15,2023-06-09 15:15:00,15:15,AREQUIPA,AREQUIPA,AREQUIPA,518.0,518.0,0.0,1
EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-09 10:00:00,10:00,2023-06-09 13:00:00,13:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,2757.0,2773.0,0.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-09 08:30:00,08:30,2023-06-09 12:30:00,12:30,MOQUEGUA,ILO,EL ALGARROBAL,142.0,0.0,0.0,1
EPS SEDACAJ,QUINDE,PROGRAMADA,AGUA POTABLE,OTROS,2023-06-13 08:00:00,08:00,2023-06-13 18:00:00,18:00,CAJAMARCA,CAJAMARCA,CAJAMARCA,20000.0,60000.0,3.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,2023-06-09 08:00:00,08:00,2023-06-09 12:30:00,12:30,MOQUEGUA,ILO,ILO,1612.0,0.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-09 07:55:00,07:55,2023-06-09 16:00:00,16:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,8448.0,11892.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-09 07:50:00,07:50,2023-06-09 16:00:00,16:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,13448.0,18652.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2023-06-09 06:10:00,06:10,2023-06-09 12:00:00,12:00,LIMA,LIMA,COMAS,10497.0,12593.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-23 07:00:00,07:00,2023-06-23 15:00:00,15:00,LIMA,LIMA,ATE,1927.0,775.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-23 13:00:00,13:00,2023-06-23 21:00:00,21:00,LIMA,LIMA,EL AGUSTINO,562.0,356.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-23 13:00:00,13:00,2023-06-23 21:00:00,21:00,LIMA,LIMA,EL AGUSTINO,13360.0,7341.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 19:40:00,19:40,2023-06-09 02:00:00,02:00,LIMA,LIMA,SAN MARTIN DE PORRES,2233.0,3661.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 18:55:00,18:55,2023-06-08 22:30:00,22:30,LIMA,LIMA,SAN MARTIN DE PORRES,6537.0,10105.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-15 12:00:00,12:00,2023-06-15 20:00:00,20:00,LIMA,LIMA,CARABAYLLO,4535.0,5065.0,0.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-16 12:00:00,12:00,2023-06-16 23:00:00,23:00,LIMA,LIMA,SURQUILLO,266.0,638.0,0.0,1
SEDAPAL ,SURQUILLO,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-16 12:00:00,12:00,2023-06-16 23:00:00,23:00,LIMA,LIMA,SANTIAGO DE SURCO,123.0,295.0,0.0,1
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2023-06-08 09:30:00,09:30,2023-06-08 15:30:00,15:30,AYACUCHO,HUAMANGA,AYACUCHO,20.0,0.0,0.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 15:40:00,15:40,2023-06-08 17:00:00,17:00,APURIMAC,ABANCAY,TAMBURCO,100.0,0.0,0.0,1
SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 15:00:00,15:00,2023-06-08 18:00:00,18:00,HUANUCO,LEONCIO PRADO,RUPA-RUPA,300.0,350.0,0.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 15:00:00,15:00,2023-06-08 18:30:00,18:30,MOQUEGUA,ILO,ILO,1305.0,0.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 15:00:00,15:00,2023-06-08 20:30:00,20:30,CALLAO,CALLAO,VENTANILLA,4676.0,4994.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 14:50:00,14:50,2023-06-08 17:50:00,17:50,AREQUIPA,AREQUIPA,CERRO COLORADO,776.0,776.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2023-06-08 10:00:00,10:00,2023-06-08 18:00:00,18:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,214.0,230.0,0.0,1
SEDAPAR,CENTRO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 08:00:00,08:00,2023-06-08 14:00:00,14:00,AREQUIPA,AREQUIPA,LA JOYA,2339.0,2339.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 10:30:00,10:30,2023-06-08 13:30:00,13:30,AREQUIPA,AREQUIPA,SACHACA,93.0,93.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 10:25:00,10:25,2023-06-08 14:25:00,14:25,AREQUIPA,AREQUIPA,TIABAYA,1210.0,1210.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,CAMBIO DE GRIFO CONTRA INCENDIO,2023-06-08 10:00:00,10:00,2023-06-08 16:00:00,16:00,LIMA,LIMA,SAN BORJA,4051.0,6007.0,0.0,1
SEDAPAR,NORTE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-14 05:00:00,05:00,2023-06-14 18:00:00,18:00,AREQUIPA,CAMANA,SAMUEL PASTOR,2000.0,2000.0,1.0,1
SEDAPAR,NORTE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-14 05:00:00,05:00,2023-06-14 15:30:00,15:30,AREQUIPA,CAMANA,CAMANA,7917.0,7917.0,1.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,2023-06-08 09:00:00,09:00,2023-06-08 20:00:00,20:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,2046.0,2882.0,0.0,1
EMAPA SAN MARTIN,SAN MARTIN,IMPREVISTA,AGUA POTABLE,OTROS,2023-06-06 14:00:00,14:00,2023-06-07 19:30:00,19:30,SAN MARTIN,SAN MARTIN,MORALES,0.0,0.0,0.0,1
EMAPISCO,EMAPISCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 09:30:00,09:30,2023-06-08 13:00:00,13:00,ICA,PISCO,PISCO,4000.0,1.0,0.0,1
EPS SELVA CENTRAL,SELVA CENTRAL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-08 09:05:00,09:05,2023-06-08 13:00:00,13:00,JUNIN,CHANCHAMAYO,PICHANAQUI,500.0,500.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 09:00:00,09:00,2023-06-08 13:30:00,13:30,CALLAO,CALLAO,VENTANILLA,6755.0,7531.0,0.0,1
EMUSAP,EMUSAP,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-08 00:00:00,00:00,2023-06-08 14:30:00,14:30,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,310.0,0.0,0.0,1
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2023-06-08 08:00:00,08:00,2023-06-08 12:30:00,12:30,MOQUEGUA,ILO,ILO,111.0,0.0,0.0,1
EMPSSAPAL,SICUANI,PROGRAMADA,AGUA POTABLE,OTROS,2023-06-08 14:00:00,14:00,2023-06-08 17:00:00,17:00,CUSCO,CANCHIS,SICUANI,500.0,0.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,OTROS,2023-06-08 07:30:00,07:30,2023-06-08 12:00:00,12:00,LIMA,LIMA,COMAS,1459.0,2170.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2023-06-08 06:50:00,06:50,2023-06-08 12:00:00,12:00,LIMA,LIMA,COMAS,10495.0,12589.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-08 00:45:00,00:45,2023-06-08 06:00:00,06:00,LIMA,LIMA,LIMA,72069.0,102787.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-22 14:00:00,14:00,2023-06-22 22:00:00,22:00,LIMA,LIMA,ATE,625.0,310.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-22 09:00:00,09:00,2023-06-22 17:00:00,17:00,LIMA,LIMA,ATE,6319.0,3129.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-07 17:50:00,17:50,2023-06-07 23:30:00,23:30,AREQUIPA,AREQUIPA,PAUCARPATA,21646684.0,108.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2023-06-14 09:00:00,09:00,2023-06-14 18:00:00,18:00,LIMA,LIMA,EL AGUSTINO,1919.0,884.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-07 21:05:00,21:05,2023-06-08 06:00:00,06:00,LIMA,LIMA,VILLA EL SALVADOR,71879.0,102140.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2023-06-07 16:15:00,16:15,2023-06-07 21:00:00,21:00,AREQUIPA,AREQUIPA,SOCABAYA,2594558.0,374.0,0.0,1
EPS EMAPA HUANCAVELICA,EMAPA HUANCAVELICA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2023-06-07 16:45:00,16:45,2023-06-07 19:15:00,19:15,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,96.0,96.0,0.0,1
SEDAPAL ,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2023-06-15 12:00:00,12:00,2023-06-15 18:30:00,18:30,CALLAO,CALLAO,VENTANILLA,207.0,234.0,0.0,1
